lake_id,lake_name,district
LID 47414,Ice Lake,Lake Tekapo (Canterbury)
LID 47416,NA,Lake Tekapo (Canterbury)
LID 47417,NA,Lake Tekapo (Canterbury)
LID 47440,Abel Lake,Hokitika (West Coast)
LID 47454,NA,Hokitika (West Coast)
LID 47491,Matahi (Lake Ianthe),Hokitika (West Coast)
LID 47492,NA,Hokitika (West Coast)
LID 47504,NA,Timaru (Canterbury)
LID 47549,NA,Timaru (Canterbury)
LID 47551,Spider Lagoon,Timaru (Canterbury)
LID 47568,Muriwai (Coopers Lagoon),Christchurch (Canterbury)
LID 47575,NA,Christchurch (Canterbury)
LID 47579,Wairewa (Lake Forsyth),Christchurch (Canterbury)
LID 47616,NA,Timaru (Canterbury)
LID 47710,NA,Timaru (Canterbury)
LID 47717,NA,Lake Tekapo (Canterbury)
LID 47718,NA,Timaru (Canterbury)
LID 47762,NA,Lake Tekapo (Canterbury)
LID 47764,NA,Lake Tekapo (Canterbury)
LID 47767,NA,Lake Tekapo (Canterbury)
LID 47791,NA,Lake Tekapo (Canterbury)
LID 47814,NA,Lake Tekapo (Canterbury)
LID 47832,Lake Donne,Lake Tekapo (Canterbury)
LID 47833,Spider Lakes,Lake Tekapo (Canterbury)
LID 47835,NA,Lake Tekapo (Canterbury)
LID 47836,NA,Lake Tekapo (Canterbury)
LID 47858,Maori Lakes Mid,Lake Tekapo (Canterbury)
LID 47859,Maori Lakes E,Lake Tekapo (Canterbury)
LID 47860,Lake Emily,Lake Tekapo (Canterbury)
LID 47869,Manuka Lake,Lake Tekapo (Canterbury)
LID 47871,NA,Lake Tekapo (Canterbury)
LID 47872,NA,Lake Tekapo (Canterbury)
LID 47877,Seagull Lake,Lake Tekapo (Canterbury)
LID 47878,NA,Hokitika (West Coast)
LID 47879,NA,Lake Tekapo (Canterbury)
LID 47890,NA,Hokitika (West Coast)
LID 47892,Lake Heron,Lake Tekapo (Canterbury)
LID 47897,NA,Hokitika (West Coast)
LID 47918,NA,Christchurch (Canterbury)
LID 47920,NA,Christchurch (Canterbury)
LID 47921,NA,Christchurch (Canterbury)
LID 47940,NA,Timaru (Canterbury)
LID 47943,NA,Timaru (Canterbury)
LID 47962,NA,Christchurch (Canterbury)
LID 47966,NA,Christchurch (Canterbury)
LID 47969,NA,Christchurch (Canterbury)
LID 47979,NA,Christchurch (Canterbury)
LID 47981,NA,Christchurch (Canterbury)
LID 48018,NA,Christchurch (Canterbury)
LID 48019,NA,Christchurch (Canterbury)
LID 48020,NA,Christchurch (Canterbury)
LID 48023,NA,Christchurch (Canterbury)
LID 48027,NA,Christchurch (Canterbury)
LID 48078,NA,Christchurch (Canterbury)
LID 48153,NA,Christchurch (Canterbury)
LID 48161,NA,Christchurch (Canterbury)
LID 48163,NA,Christchurch (Canterbury)
LID 48177,Te Waihora (Lake Ellesmere),Christchurch (Canterbury)
LID 48179,NA,Christchurch (Canterbury)
LID 48188,NA,Hokitika (West Coast)
LID 48189,NA,Hokitika (West Coast)
LID 48192,NA,Hokitika (West Coast)
LID 48197,NA,Hokitika (West Coast)
LID 48198,NA,Christchurch (Canterbury)
LID 48202,NA,Christchurch (Canterbury)
LID 48204,NA,Hokitika (West Coast)
LID 48207,NA,Hokitika (West Coast)
LID 48209,NA,Hokitika (West Coast)
LID 48213,Lake Selfe,Hokitika (West Coast)
LID 48215,NA,Hokitika (West Coast)
LID 48216,Lake Henrietta,Hokitika (West Coast)
LID 48217,Lake Evelyn,Hokitika (West Coast)
LID 48266,NA,Christchurch (Canterbury)
LID 48323,NA,Christchurch (Canterbury)
LID 48324,NA,Christchurch (Canterbury)
LID 48326,NA,Christchurch (Canterbury)
LID 48329,NA,Christchurch (Canterbury)
LID 48342,Lake Victoria,Christchurch (Canterbury)
LID 48347,NA,Christchurch (Canterbury)
LID 48348,NA,Christchurch (Canterbury)
LID 48353,NA,Christchurch (Canterbury)
LID 48356,NA,Christchurch (Canterbury)
LID 48359,NA,Christchurch (Canterbury)
LID 48372,NA,Hokitika (West Coast)
LID 48374,NA,Hokitika (West Coast)
LID 48375,NA,Hokitika (West Coast)
LID 48381,NA,Hokitika (West Coast)
LID 48384,NA,Hokitika (West Coast)
LID 48387,NA,Hokitika (West Coast)
LID 48393,Reid Lake,Hokitika (West Coast)
LID 48395,Ivory Lake,Hokitika (West Coast)
LID 48406,Quagmire Tarn,Hokitika (West Coast)
LID 48412,NA,Hokitika (West Coast)
LID 48413,NA,Hokitika (West Coast)
LID 48429,NA,Hokitika (West Coast)
LID 48438,NA,Christchurch (Canterbury)
LID 48442,NA,Christchurch (Canterbury)
LID 48445,NA,Christchurch (Canterbury)
LID 48446,NA,Christchurch (Canterbury)
LID 48447,Lake Georgina,Christchurch (Canterbury)
LID 48450,NA,Hokitika (West Coast)
LID 48451,Lake Coleridge,Hokitika (West Coast)
LID 48454,NA,Hokitika (West Coast)
LID 48455,Lake Ida,Hokitika (West Coast)
LID 48456,Lake Catherine,Hokitika (West Coast)
LID 48468,Lake Lillian,Hokitika (West Coast)
LID 48470,Mystery Tarn,Hokitika (West Coast)
LID 48491,NA,Hokitika (West Coast)
LID 48541,Casey Tarn,Hokitika (West Coast)
LID 48581,NA,Hokitika (West Coast)
LID 48593,NA,Christchurch (Canterbury)
LID 48594,Red Lakes E,Christchurch (Canterbury)
LID 48595,Red Lakes W,Christchurch (Canterbury)
LID 48597,Lake Lyndon,Christchurch (Canterbury)
LID 48654,Vagabonds Inn,Christchurch (Canterbury)
LID 48657,Lake Marymere,Christchurch (Canterbury)
LID 48660,Lake Pearson,Christchurch (Canterbury)
LID 48662,NA,Hokitika (West Coast)
LID 48663,Lake Grasmere,Hokitika (West Coast)
LID 48665,NA,Christchurch (Canterbury)
LID 48669,Lake Hawdon,Christchurch (Canterbury)
LID 48673,Lake Sarah,Hokitika (West Coast)
LID 48679,Blackwater Lake,Christchurch (Canterbury)
LID 48681,NA,Christchurch (Canterbury)
LID 48687,NA,Christchurch (Canterbury)
LID 48700,Lake Letitia,Christchurch (Canterbury)
LID 48726,NA,Christchurch (Canterbury)
LID 48748,NA,Christchurch (Canterbury)
LID 48750,NA,Christchurch (Canterbury)
LID 48751,NA,Christchurch (Canterbury)
LID 48753,NA,Christchurch (Canterbury)
LID 48754,NA,Christchurch (Canterbury)
LID 48755,NA,Christchurch (Canterbury)
LID 48756,NA,Christchurch (Canterbury)
LID 48759,NA,Christchurch (Canterbury)
LID 48761,NA,Christchurch (Canterbury)
LID 48764,NA,Christchurch (Canterbury)
LID 48798,NA,Christchurch (Canterbury)
LID 48800,NA,Christchurch (Canterbury)
LID 48820,NA,Christchurch (Canterbury)
LID 48837,NA,Christchurch (Canterbury)
LID 48841,NA,Christchurch (Canterbury)
LID 48843,NA,Christchurch (Canterbury)
LID 48844,NA,Christchurch (Canterbury)
LID 48993,NA,Christchurch (Canterbury)
LID 48994,NA,Christchurch (Canterbury)
LID 48995,NA,Christchurch (Canterbury)
LID 48996,NA,Christchurch (Canterbury)
LID 48999,Mimimoto,Christchurch (Canterbury)
LID 49007,NA,Christchurch (Canterbury)
LID 49008,NA,Christchurch (Canterbury)
LID 49016,NA,Christchurch (Canterbury)
LID 49018,NA,Christchurch (Canterbury)
LID 49020,NA,Christchurch (Canterbury)
LID 49025,NA,Christchurch (Canterbury)
LID 49026,NA,Christchurch (Canterbury)
LID 49027,NA,Christchurch (Canterbury)
LID 49044,NA,Christchurch (Canterbury)
LID 49076,NA,Auckland (Auckland)
LID 49089,NA,Hamilton (Waikato)
LID 49090,Ohinewai,Hamilton (Waikato)
LID 49091,Rotokawau,Hamilton (Waikato)
LID 49147,NA,Auckland (Auckland)
LID 49148,NA,Hamilton (Waikato)
LID 49151,NA,Hamilton (Waikato)
LID 49152,NA,Hamilton (Waikato)
LID 49156,NA,Hamilton (Waikato)
LID 49169,NA,Hamilton (Waikato)
LID 49176,Okowhao,Hamilton (Waikato)
LID 49180,Whangape,Hamilton (Waikato)
LID 49181,NA,Hamilton (Waikato)
LID 49186,Rotongaro,Hamilton (Waikato)
LID 49187,Rotongaroiti,Hamilton (Waikato)
LID 49189,NA,Hamilton (Waikato)
LID 49194,Waiwhata W,Hamilton (Waikato)
LID 49196,Waiwhata,Hamilton (Waikato)
LID 49198,NA,Hamilton (Waikato)
LID 49199,NA,Hamilton (Waikato)
LID 49200,Hakanoa,Hamilton (Waikato)
LID 49228,Kimihia B,Hamilton (Waikato)
LID 49238,NA,Hamilton (Waikato)
LID 49239,Kimihia,Hamilton (Waikato)
LID 49254,NA,Tauranga (Bay of Plenty)
LID 49257,NA,Tauranga (Bay of Plenty)
LID 49258,NA,Tauranga (Bay of Plenty)
LID 49259,NA,Tauranga (Bay of Plenty)
LID 49273,Waikoura,Tauranga (Bay of Plenty)
LID 49274,NA,Tauranga (Bay of Plenty)
LID 49291,Otamatearoa,Auckland (Auckland)
LID 49294,Whatihua,Auckland (Auckland)
LID 49295,Puketi,Auckland (Auckland)
LID 49307,Pehiakura Iti (Pehiakura Small),Auckland (Auckland)
LID 49309,Pehiakura Nui (Pehiakura Big),Auckland (Auckland)
LID 49327,NA,Auckland (Auckland)
LID 49334,NA,Auckland (Auckland)
LID 49337,Pokorua,Auckland (Auckland)
LID 49345,NA,Auckland (Auckland)
LID 49414,NA,Auckland (Auckland)
LID 49422,NA,Auckland (Auckland)
LID 49431,NA,Auckland (Auckland)
LID 49493,NA,Auckland (Auckland)
LID 49514,NA,Auckland (Auckland)
LID 49530,NA,Auckland (Auckland)
LID 49531,NA,Auckland (Auckland)
LID 49573,NA,Auckland (Auckland)
LID 49574,NA,Auckland (Auckland)
LID 49578,NA,Auckland (Auckland)
LID 49580,NA,Auckland (Auckland)
LID 49583,NA,Auckland (Auckland)
LID 49584,NA,Auckland (Auckland)
LID 49641,NA,Whangaparaoa (Auckland)
LID 49643,NA,Whangaparaoa (Auckland)
LID 49644,NA,Whangaparaoa (Auckland)
LID 49650,NA,Whangarei (Northland)
LID 49677,NA,Whangaparaoa (Auckland)
LID 49694,NA,Milford Sound (Southland)
LID 49697,NA,Milford Sound (Southland)
LID 49706,NA,Milford Sound (Southland)
LID 49714,NA,Milford Sound (Southland)
LID 49715,Lake Iceberg,Milford Sound (Southland)
LID 49716,Lake Agnes,Milford Sound (Southland)
LID 49721,NA,Milford Sound (Southland)
LID 49725,Lake Nerine,Milford Sound (Southland)
LID 49726,NA,Milford Sound (Southland)
LID 49727,NA,Milford Sound (Southland)
LID 49753,NA,Whangaparaoa (Auckland)
LID 49880,NA,Whangaparaoa (Auckland)
LID 49884,Kereta,Whangaparaoa (Auckland)
LID 49885,NA,Whangaparaoa (Auckland)
LID 49886,Karaka,Whangaparaoa (Auckland)
LID 49888,NA,Whangaparaoa (Auckland)
LID 49895,Te Kanae,Whangaparaoa (Auckland)
LID 49951,NA,Whangaparaoa (Auckland)
LID 49974,NA,Whangaparaoa (Auckland)
LID 50036,NA,Whangaparaoa (Auckland)
LID 50093,NA,Whangaparaoa (Auckland)
LID 50113,NA,Whangaparaoa (Auckland)
LID 50139,NA,Whangaparaoa (Auckland)
LID 50151,Pupuke,Whangaparaoa (Auckland)
LID 50152,NA,Whangaparaoa (Auckland)
LID 50207,NA,Whangaparaoa (Auckland)
LID 50215,NA,Whangarei (Northland)
LID 50220,NA,Whangaparaoa (Auckland)
LID 50242,NA,Whangaparaoa (Auckland)
LID 50244,NA,Whangaparaoa (Auckland)
LID 50245,NA,Whangaparaoa (Auckland)
LID 50254,NA,Auckland (Auckland)
LID 50255,NA,Auckland (Auckland)
LID 50269,Kuwakatai,Whangaparaoa (Auckland)
LID 50270,Rototoa,Whangaparaoa (Auckland)
LID 50279,NA,Whangaparaoa (Auckland)
LID 50281,NA,Whangaparaoa (Auckland)
LID 50285,NA,Whangaparaoa (Auckland)
LID 50287,NA,Whangaparaoa (Auckland)
LID 50289,Kowhai,Whangaparaoa (Auckland)
LID 50298,NA,Whangarei (Northland)
LID 50299,NA,Whangarei (Northland)
LID 50300,NA,Whangarei (Northland)
LID 50301,NA,Whangaparaoa (Auckland)
LID 50302,NA,Whangaparaoa (Auckland)
LID 50303,NA,Whangaparaoa (Auckland)
LID 50304,NA,Whangaparaoa (Auckland)
LID 50305,NA,Whangaparaoa (Auckland)
LID 50306,NA,Whangaparaoa (Auckland)
LID 50307,Karoro (Lake Mathews),Whangaparaoa (Auckland)
LID 50308,NA,Whangarei (Northland)
LID 50309,Whakaneke,Whangarei (Northland)
LID 50310,NA,Whangarei (Northland)
LID 50312,Otapuiti,Whangarei (Northland)
LID 50314,Mokeno,Whangarei (Northland)
LID 50316,NA,Whangarei (Northland)
LID 50318,NA,Whangarei (Northland)
LID 50320,Karaka,Whangarei (Northland)
LID 50322,NA,Whangarei (Northland)
LID 50324,NA,Whangarei (Northland)
LID 50326,Phoebes Lake,Whangarei (Northland)
LID 50327,NA,Whangarei (Northland)
LID 50335,NA,Whangarei (Northland)
LID 50336,Wairere,Whangarei (Northland)
LID 50345,Rototuna,Whangarei (Northland)
LID 50349,Rototuna Lower,Whangarei (Northland)
LID 50353,NA,Whangaparaoa (Auckland)
LID 50371,Kahuparere,Whangaparaoa (Auckland)
LID 50372,NA,Whangaparaoa (Auckland)
LID 50373,Kanono,Whangaparaoa (Auckland)
LID 50375,NA,Whangaparaoa (Auckland)
LID 50377,Waingata,Whangarei (Northland)
LID 50387,NA,Whangarei (Northland)
LID 50395,NA,Whangarei (Northland)
LID 50396,NA,Whangarei (Northland)
LID 50401,Humuhumu,Whangarei (Northland)
LID 50403,Rotootuauru (Lake Swan),Kerikeri (Northland)
LID 50405,Rotopouua,Whangarei (Northland)
LID 50411,NA,Whangarei (Northland)
LID 50413,Rotokawau [Pouto],Whangarei (Northland)
LID 50462,NA,Auckland (Auckland)
LID 50464,NA,Hamilton (Waikato)
LID 50466,NA,Auckland (Auckland)
LID 50469,NA,Hamilton (Waikato)
LID 50470,Kopuera,Hamilton (Waikato)
LID 50493,NA,Auckland (Auckland)
LID 50496,NA,Auckland (Auckland)
LID 50608,NA,Whangaparaoa (Auckland)
LID 50629,Lake Beddoes,Milford Sound (Southland)
LID 50635,NA,Milford Sound (Southland)
LID 50636,NA,Milford Sound (Southland)
LID 50639,NA,Milford Sound (Southland)
LID 50644,NA,Milford Sound (Southland)
LID 50645,NA,Milford Sound (Southland)
LID 50646,NA,Milford Sound (Southland)
LID 50651,NA,Milford Sound (Southland)
LID 50657,NA,Milford Sound (Southland)
LID 50658,NA,Milford Sound (Southland)
LID 50690,Gem Lake,Gore (Southland)
LID 50693,NA,Queenstown (Otago)
LID 50694,NA,Queenstown (Otago)
LID 50695,NA,Queenstown (Otago)
LID 50701,NA,Queenstown (Otago)
LID 50704,Lake Hope,Queenstown (Otago)
LID 50705,NA,Queenstown (Otago)
LID 50706,NA,Queenstown (Otago)
LID 50708,NA,Queenstown (Otago)
LID 50710,NA,Queenstown (Otago)
LID 50711,Te Kahua,Queenstown (Otago)
LID 50712,NA,Queenstown (Otago)
LID 50716,NA,Queenstown (Otago)
LID 50717,NA,Queenstown (Otago)
LID 50719,NA,Queenstown (Otago)
LID 50721,NA,Queenstown (Otago)
LID 50722,NA,Queenstown (Otago)
LID 50768,NA,Auckland (Auckland)
LID 50781,Penewaka,Hamilton (Waikato)
LID 50782,Waikare,Hamilton (Waikato)
LID 50783,NA,Hamilton (Waikato)
LID 50786,NA,Hamilton (Waikato)
LID 51150,NA,Auckland (Auckland)
LID 51195,NA,Auckland (Auckland)
LID 51196,NA,Auckland (Auckland)
LID 51224,Wairoa Reservoir,Auckland (Auckland)
LID 51225,NA,Auckland (Auckland)
LID 51233,NA,Auckland (Auckland)
LID 51242,Cosseys Reservoir,Auckland (Auckland)
LID 51282,NA,Auckland (Auckland)
LID 51368,Mangatangi Reservoir,Auckland (Auckland)
LID 51371,Upper Mangatawhiri Reservoir,Auckland (Auckland)
LID 51380,Kaiaua Quarry Ponds,Auckland (Auckland)
LID 51382,NA,Auckland (Auckland)
LID 51383,NA,Auckland (Auckland)
LID 51404,NA,Hamilton (Waikato)
LID 51406,NA,Hamilton (Waikato)
LID 51413,NA,Hamilton (Waikato)
LID 51430,NA,Tauranga (Bay of Plenty)
LID 51440,NA,Tauranga (Bay of Plenty)
LID 51485,NA,Auckland (Auckland)
LID 51513,NA,Auckland (Auckland)
LID 51528,NA,Auckland (Auckland)
LID 51602,NA,Whangaparaoa (Auckland)
LID 51608,NA,Milford Sound (Southland)
LID 51622,NA,Milford Sound (Southland)
LID 51624,NA,Milford Sound (Southland)
LID 51625,Lake Beattie,Milford Sound (Southland)
LID 51631,Lake Swan,Milford Sound (Southland)
LID 51632,NA,Milford Sound (Southland)
LID 51633,NA,Milford Sound (Southland)
LID 51634,NA,Milford Sound (Southland)
LID 51637,NA,Milford Sound (Southland)
LID 51638,NA,Milford Sound (Southland)
LID 51640,Lake Paradise,Milford Sound (Southland)
LID 51641,NA,Milford Sound (Southland)
LID 51644,NA,Milford Sound (Southland)
LID 51646,NA,Milford Sound (Southland)
LID 51647,NA,Milford Sound (Southland)
LID 51652,NA,Milford Sound (Southland)
LID 51653,NA,Milford Sound (Southland)
LID 51654,NA,Milford Sound (Southland)
LID 51655,NA,Milford Sound (Southland)
LID 51656,NA,Milford Sound (Southland)
LID 51657,NA,Milford Sound (Southland)
LID 51658,NA,Milford Sound (Southland)
LID 51659,NA,Milford Sound (Southland)
LID 51663,NA,Milford Sound (Southland)
LID 51664,NA,Milford Sound (Southland)
LID 51668,NA,Milford Sound (Southland)
LID 51682,Stump Lake,Milford Sound (Southland)
LID 51684,NA,Milford Sound (Southland)
LID 51722,NA,Milford Sound (Southland)
LID 51726,NA,Milford Sound (Southland)
LID 51738,NA,Milford Sound (Southland)
LID 51739,NA,Milford Sound (Southland)
LID 51747,Lake Louise,Milford Sound (Southland)
LID 51748,NA,Milford Sound (Southland)
LID 51749,NA,Milford Sound (Southland)
LID 51751,Lake Colwell,Milford Sound (Southland)
LID 51754,Lake Troup,Milford Sound (Southland)
LID 51758,NA,Milford Sound (Southland)
LID 51759,Lake Percy,Milford Sound (Southland)
LID 51761,NA,Milford Sound (Southland)
LID 51769,NA,Milford Sound (Southland)
LID 51770,NA,Milford Sound (Southland)
LID 51774,NA,Milford Sound (Southland)
LID 51780,NA,Milford Sound (Southland)
LID 51781,NA,Milford Sound (Southland)
LID 51783,NA,Milford Sound (Southland)
LID 51784,NA,Milford Sound (Southland)
LID 51785,NA,Milford Sound (Southland)
LID 51786,NA,Milford Sound (Southland)
LID 51788,NA,Milford Sound (Southland)
LID 51789,NA,Milford Sound (Southland)
LID 51790,NA,Milford Sound (Southland)
LID 51793,NA,Milford Sound (Southland)
LID 51794,NA,Milford Sound (Southland)
LID 51796,NA,Milford Sound (Southland)
LID 51798,NA,Milford Sound (Southland)
LID 51799,NA,Milford Sound (Southland)
LID 51801,NA,Milford Sound (Southland)
LID 51808,NA,Milford Sound (Southland)
LID 51815,NA,Milford Sound (Southland)
LID 51822,Lake Virginia,Milford Sound (Southland)
LID 51823,Lake Mainwaring,Milford Sound (Southland)
LID 51826,Lake Carina,Milford Sound (Southland)
LID 51827,Lake Lucille,Milford Sound (Southland)
LID 51832,NA,Milford Sound (Southland)
LID 51833,NA,Milford Sound (Southland)
LID 51836,NA,Milford Sound (Southland)
LID 51837,Lake Lucy,Milford Sound (Southland)
LID 51838,Lake Matilda,Milford Sound (Southland)
LID 51839,NA,Milford Sound (Southland)
LID 51841,NA,Milford Sound (Southland)
LID 51843,NA,Milford Sound (Southland)
LID 51845,NA,Milford Sound (Southland)
LID 51846,NA,Milford Sound (Southland)
LID 51847,NA,Milford Sound (Southland)
LID 51850,Lake Norwest,Milford Sound (Southland)
LID 51857,NA,Milford Sound (Southland)
LID 51859,Lake Browne,Milford Sound (Southland)
LID 51860,NA,Milford Sound (Southland)
LID 51862,NA,Milford Sound (Southland)
LID 51868,NA,Milford Sound (Southland)
LID 51869,NA,Milford Sound (Southland)
LID 51872,NA,Milford Sound (Southland)
LID 51873,NA,Milford Sound (Southland)
LID 51874,Lake Chamberlain,Milford Sound (Southland)
LID 51875,NA,Milford Sound (Southland)
LID 51876,NA,Milford Sound (Southland)
LID 51877,NA,Milford Sound (Southland)
LID 51882,NA,Milford Sound (Southland)
LID 51883,NA,Milford Sound (Southland)
LID 51884,NA,Milford Sound (Southland)
LID 51885,NA,Milford Sound (Southland)
LID 51892,NA,Milford Sound (Southland)
LID 51894,NA,Milford Sound (Southland)
LID 51895,NA,Milford Sound (Southland)
LID 51897,NA,Milford Sound (Southland)
LID 51899,Lake Annie,Milford Sound (Southland)
LID 51900,NA,Milford Sound (Southland)
LID 51901,NA,Milford Sound (Southland)
LID 51908,NA,Milford Sound (Southland)
LID 51912,NA,Milford Sound (Southland)
LID 51913,NA,Milford Sound (Southland)
LID 51915,NA,Milford Sound (Southland)
LID 51916,NA,Milford Sound (Southland)
LID 51923,NA,Milford Sound (Southland)
LID 51926,NA,Milford Sound (Southland)
LID 51927,NA,Milford Sound (Southland)
LID 51931,NA,Milford Sound (Southland)
LID 51938,NA,Milford Sound (Southland)
LID 51940,Lake Lois,Milford Sound (Southland)
LID 51941,Trinity Lakes,Milford Sound (Southland)
LID 51945,NA,Milford Sound (Southland)
LID 51946,NA,Milford Sound (Southland)
LID 51947,NA,Milford Sound (Southland)
LID 51954,NA,Milford Sound (Southland)
LID 51955,NA,Milford Sound (Southland)
LID 51956,NA,Milford Sound (Southland)
LID 51958,Lake Richter,Milford Sound (Southland)
LID 51959,NA,Milford Sound (Southland)
LID 51964,NA,Milford Sound (Southland)
LID 51967,NA,Milford Sound (Southland)
LID 51969,NA,Milford Sound (Southland)
LID 51970,NA,Milford Sound (Southland)
LID 51972,NA,Milford Sound (Southland)
LID 51973,NA,Milford Sound (Southland)
LID 51974,NA,Milford Sound (Southland)
LID 51976,NA,Milford Sound (Southland)
LID 51977,NA,Milford Sound (Southland)
LID 51978,Lake Victoria,Milford Sound (Southland)
LID 51979,NA,Milford Sound (Southland)
LID 51985,Lake Herries,Milford Sound (Southland)
LID 51993,NA,Milford Sound (Southland)
LID 51995,NA,Milford Sound (Southland)
LID 51996,NA,Milford Sound (Southland)
LID 52001,NA,Milford Sound (Southland)
LID 52009,NA,Milford Sound (Southland)
LID 52022,NA,Milford Sound (Southland)
LID 52026,NA,Milford Sound (Southland)
LID 52059,NA,Queenstown (Otago)
LID 52064,NA,Milford Sound (Southland)
LID 52065,Lake Henry,Milford Sound (Southland)
LID 52077,NA,Milford Sound (Southland)
LID 52080,NA,Milford Sound (Southland)
LID 52083,NA,Milford Sound (Southland)
LID 52087,NA,Milford Sound (Southland)
LID 52088,NA,Milford Sound (Southland)
LID 52097,NA,Queenstown (Otago)
LID 52098,Lake Luxmore,Queenstown (Otago)
LID 52099,NA,Queenstown (Otago)
LID 52112,NA,Queenstown (Otago)
LID 52115,Lake Thomas,Queenstown (Otago)
LID 52117,NA,Queenstown (Otago)
LID 52133,NA,Milford Sound (Southland)
LID 52138,Secretary Lake,Milford Sound (Southland)
LID 52139,NA,Milford Sound (Southland)
LID 52140,NA,Milford Sound (Southland)
LID 52143,NA,Milford Sound (Southland)
LID 52144,Lake Astelia,Milford Sound (Southland)
LID 52147,Lake Dora,Milford Sound (Southland)
LID 52148,Lake Pan,Milford Sound (Southland)
LID 52151,NA,Milford Sound (Southland)
LID 52152,NA,Milford Sound (Southland)
LID 52154,NA,Milford Sound (Southland)
LID 52155,NA,Milford Sound (Southland)
LID 52156,NA,Milford Sound (Southland)
LID 52158,NA,Milford Sound (Southland)
LID 52159,NA,Milford Sound (Southland)
LID 52160,NA,Milford Sound (Southland)
LID 52165,NA,Milford Sound (Southland)
LID 52167,Lake Norma,Milford Sound (Southland)
LID 52170,NA,Milford Sound (Southland)
LID 52171,NA,Milford Sound (Southland)
LID 52176,NA,Milford Sound (Southland)
LID 52177,Lake Freeman,Milford Sound (Southland)
LID 52181,Lake Minerva,Milford Sound (Southland)
LID 52182,NA,Milford Sound (Southland)
LID 52184,NA,Milford Sound (Southland)
LID 52186,Tuaraki,Milford Sound (Southland)
LID 52188,NA,Milford Sound (Southland)
LID 52190,Lake Boomerang,Milford Sound (Southland)
LID 52192,NA,Milford Sound (Southland)
LID 52194,NA,Milford Sound (Southland)
LID 52196,NA,Milford Sound (Southland)
LID 52199,NA,Milford Sound (Southland)
LID 52202,NA,Milford Sound (Southland)
LID 52203,NA,Milford Sound (Southland)
LID 52204,NA,Milford Sound (Southland)
LID 52205,NA,Milford Sound (Southland)
LID 52206,NA,Milford Sound (Southland)
LID 52209,NA,Milford Sound (Southland)
LID 52221,Tawera Tarn,Milford Sound (Southland)
LID 52224,NA,Milford Sound (Southland)
LID 52232,NA,Milford Sound (Southland)
LID 52235,Myth Tarn,Milford Sound (Southland)
LID 52240,Lake Shirley,Milford Sound (Southland)
LID 52241,NA,Milford Sound (Southland)
LID 52243,Lake Marchant,Milford Sound (Southland)
LID 52244,NA,Milford Sound (Southland)
LID 52246,NA,Milford Sound (Southland)
LID 52247,NA,Milford Sound (Southland)
LID 52250,NA,Milford Sound (Southland)
LID 52251,NA,Milford Sound (Southland)
LID 52254,NA,Milford Sound (Southland)
LID 52256,NA,Milford Sound (Southland)
LID 52257,NA,Milford Sound (Southland)
LID 52258,NA,Milford Sound (Southland)
LID 52267,NA,Milford Sound (Southland)
LID 52268,Lake Eva,Milford Sound (Southland)
LID 52269,Lake Ione,Milford Sound (Southland)
LID 52274,Hidden Lake,Milford Sound (Southland)
LID 52280,NA,Milford Sound (Southland)
LID 52292,Teardrop Lake,Milford Sound (Southland)
LID 52295,NA,Milford Sound (Southland)
LID 52296,NA,Milford Sound (Southland)
LID 52297,NA,Milford Sound (Southland)
LID 52298,NA,Milford Sound (Southland)
LID 52299,NA,Milford Sound (Southland)
LID 52300,NA,Milford Sound (Southland)
LID 52301,NA,Milford Sound (Southland)
LID 52302,NA,Milford Sound (Southland)
LID 52303,NA,Milford Sound (Southland)
LID 52306,NA,Milford Sound (Southland)
LID 52307,NA,Milford Sound (Southland)
LID 52308,NA,Milford Sound (Southland)
LID 52309,NA,Milford Sound (Southland)
LID 52312,NA,Milford Sound (Southland)
LID 52321,NA,Milford Sound (Southland)
LID 52322,NA,Milford Sound (Southland)
LID 52328,NA,Milford Sound (Southland)
LID 52329,NA,Milford Sound (Southland)
LID 52335,NA,Milford Sound (Southland)
LID 52338,NA,Milford Sound (Southland)
LID 52339,NA,Milford Sound (Southland)
LID 52340,NA,Milford Sound (Southland)
LID 52343,NA,Milford Sound (Southland)
LID 52344,NA,Milford Sound (Southland)
LID 52355,Three Duck Lake,Milford Sound (Southland)
LID 52358,NA,Milford Sound (Southland)
LID 52360,NA,Milford Sound (Southland)
LID 52362,NA,Milford Sound (Southland)
LID 52363,NA,Milford Sound (Southland)
LID 52370,NA,Milford Sound (Southland)
LID 52372,NA,Milford Sound (Southland)
LID 52374,NA,Milford Sound (Southland)
LID 52380,Lake Cecil,Milford Sound (Southland)
LID 52382,NA,Milford Sound (Southland)
LID 52384,NA,Milford Sound (Southland)
LID 52386,NA,Milford Sound (Southland)
LID 52389,Lake Hall,Milford Sound (Southland)
LID 52391,NA,Milford Sound (Southland)
LID 52392,NA,Milford Sound (Southland)
LID 52393,Lake Hilda,Milford Sound (Southland)
LID 52397,Te Au,Milford Sound (Southland)
LID 52399,NA,Milford Sound (Southland)
LID 52400,NA,Milford Sound (Southland)
LID 52407,NA,Milford Sound (Southland)
LID 52408,NA,Milford Sound (Southland)
LID 52410,NA,Milford Sound (Southland)
LID 52411,NA,Milford Sound (Southland)
LID 52416,NA,Milford Sound (Southland)
LID 52419,NA,Milford Sound (Southland)
