"date","LID","Name","LST","year"
2011-04-26,"51954","0",10.1498823211872,2011
2011-04-28,"39191","Lake Morgan",7.72000637058954,2011
2001-06-10,"52666","Lake Hankinson",6.38342797657998,2001
2021-08-20,"30276","0",4.11169103396225,2021
2022-10-06,"44694","Lake Waipori",6.32454766785696,2022
2007-12-06,"47860","Lake Emily",17.2861348824889,2007
2001-06-10,"30380","Lake Rakatu",5.05069148874549,2001
2021-05-25,"48597","Lake Lyndon",5.20951194625127,2021
2006-06-24,"52585","Lake Bloxham",0.69687272702771,2006
2001-05-27,"39050","Lake Kaurapataka",7.71561451441153,2001
2009-09-04,"52566","Lake Te Anau",8.05674467957306,2009
2018-09-06,"41354","Lake Roundabout",7.09097520727425,2018
2021-08-20,"53163","Lake Von River Valley",3.15214830815819,2021
2016-08-08,"48451","Lake Coleridge",8.19527725797627,2016
2021-08-20,"28958","0",1.31340990871854,2021
2021-05-25,"48456","Lake Catherine",3.68026073770721,2021
2020-07-16,"28856","0",0.164836173308402,2020
2021-08-20,"29503","0",2.6948004135736,2021
2004-08-23,"38665","Lady Lake",6.4837806109943,2004
2018-09-06,"38638","Kapitia Reservoir",10.1081266881925,2018
2003-08-12,"7660","Manorburn Reservoir",0.21399302118499,2003
2006-06-24,"52617","Lake Wapiti",1.94365553653148,2006
2021-08-20,"28734","0",1.03569983647077,2021
2005-07-16,"44391","Lake Waihola",2.89507565516294,2005
2011-07-24,"46132","Lake Clarke",0.957075313438338,2011
2016-08-08,"38955","Lake Poerua",4.52050361265748,2016
2003-08-12,"53549","Moke Lake",2.43109034840774,2003
2000-05-08,"41305","Lake Clearwater",7.75177882303024,2000
2000-05-08,"48213","Lake Selfe",10.2013783427786,2000
2012-07-03,"43668","The Reservoir",2.50326197460851,2012
2007-12-06,"47228","Lake Tekapo",13.6624557818429,2007
2013-06-04,"53532","Lake Wakatipu",10.0145689687301,2013
2016-08-06,"30380","Lake Rakatu",2.99407233112026,2016
2021-08-20,"52115","Lake Thomas",3.94732928193849,2021
2013-06-04,"43639","Lake Brunton",4.55112496079937,2013
2013-09-17,"12307","Lake Waitaki",7.68447597108184,2013
2005-07-16,"44747","Tomahawk Lagoon",3.55399048507786,2005
2022-10-06,"27566","Bowscale Tarn",7.09281042995457,2022
2014-07-16,"53025","Lake Ronald",6.26633750966795,2014
2008-05-05,"41299","Lake Emma",4.71726147354514,2008
2001-07-05,"47228","Lake Tekapo",8.02057551296474,2001
2008-05-05,"48451","Lake Coleridge",11.542203019523,2008
2014-07-16,"53872","Lake Fergus",4.05161872345849,2014
2001-07-05,"54190","Lake Hayes",5.69997487935154,2001
2023-09-25,"48663","Lake Grasmere",6.65681008804086,2023
2021-08-20,"52393","Lake Hilda",4.08247679173172,2021
2008-05-05,"38664","Kangaroo Lake",11.2013051491049,2008
2016-08-08,"11911","0",2.81818242379848,2016
2008-04-19,"45501","Kellands Pond",8.67699312026627,2008
2016-08-08,"45153","Lake Mahinerangi",1.87084770357075,2016
2018-09-06,"54742","Waituna Lagoon",7.40708129100784,2018
2020-09-11,"48673","Lake Sarah",6.6745361600486,2020
2018-09-06,"44405","0",7.87003890991713,2018
2017-08-04,"13970","Lake Ohakuri",9.69726067587749,2017
2013-05-28,"48597","Lake Lyndon",4.68788935589089,2013
2001-08-15,"44747","Tomahawk Lagoon",4.27880268776084,2001
2016-07-02,"40326","Lake Whakamarino",10.0145689687301,2016
2012-07-03,"44746","Tomahawk Lagoon",3.57969115635041,2012
2008-08-20,"4345","Lake Horowhenua",7.70035418893207,2008
2021-08-20,"53338","South Mavora Lake",5.1690186837364,2021
2014-05-31,"48447","Lake Georgina",3.86377254302818,2014
2010-08-10,"40396","Lake Waikareiti",6.40880400153839,2010
2006-06-24,"28408","Lake Macathur",3.11732113445453,2006
2001-07-05,"46992","Okaritoiti/Lake Windermere",4.8887961870447,2001
2021-08-20,"29073","Lake Hay",3.42967119942114,2021
2018-06-02,"39191","Lake Morgan",0.178789420318481,2018
2006-06-24,"28876","0",4.08781260114398,2006
2008-05-05,"53532","Lake Wakatipu",11.2173653431871,2008
2019-04-18,"12406","0",13.0046161450986,2019
2011-04-28,"48395","Ivory Lake",5.59311857461938,2011
2018-09-06,"7689","Conroys Dam",7.91685832448451,2018
2018-09-06,"47228","Lake Tekapo",6.69490346071984,2018
2021-08-20,"53117","0",5.7772401299934,2021
2009-09-04,"53392","Lake Ned",1.3036264783197,2009
2011-04-28,"45525","Lake Ruataniwha",10.0413143128351,2011
2011-04-28,"7640","0",7.38463493079331,2011
2022-10-06,"44391","Lake Waihola",6.56486594865999,2022
2021-09-14,"54736","Lake Hawea",8.22327951383318,2021
2021-05-25,"48213","Lake Selfe",7.68447597108184,2021
2006-06-24,"52389","Lake Hall",0.357486773058895,2006
2014-07-16,"11709","0",1.49058670891395,2014
2001-05-27,"48395","Ivory Lake",0.124712184760256,2001
2018-09-08,"26514","Lake Constance",2.14899275950705,2018
2011-07-26,"48177","Lake Ellesmere (Te Waihora)",3.4757808404417,2011
2016-08-08,"48213","Lake Selfe",3.03583390148123,2016
2018-09-06,"47491","Lake Ianthe / Matahi",11.1852892527174,2018
2010-08-10,"40102","Lake Rotoma",10.0903670049508,2010
2007-08-14,"52115","Lake Thomas",2.5977352922381,2007
2016-06-07,"1","Lake Onoke",8.1006402938421,2016
2014-07-16,"54443","0",5.62623537480039,2014
2003-08-12,"53532","Lake Wakatipu",7.11211846931786,2003
2021-08-20,"51826","Lake Carina",2.80358882936207,2021
2021-08-20,"52940","0",2.68344649259086,2021
2007-12-06,"39364","Loch Katrine",14.3370544458825,2007
2007-12-06,"39297","Lake Mason",13.2234429912378,2007
2000-05-08,"48660","Lake Pearson",9.30917612629997,2000
2008-10-05,"38521","Okuku Reservoir",11.7132333744796,2008
2007-12-06,"39166","Lake Mason",14.6140059705859,2007
2021-08-20,"52887","0",4.52122069062989,2021
2008-04-19,"7408","Lake Aviemore",12.1296012790753,2008
2021-05-27,"1731","0",4.82520388386371,2021
2021-05-27,"507","0",5.57642159116278,2021
2005-07-16,"30487","Lake Sheila",0.66910654383463,2005
2021-08-20,"54025","Lake Mackenzie",2.67673052432912,2021
2023-09-25,"11614","Falls Dam",7.12618772072125,2023
2021-08-20,"30278","0",4.76022267029811,2021
2023-09-25,"45504","Lake Middleton",7.45436374702177,2023
2020-09-11,"38974","Lake Brunner / Moana",8.85599883559871,2020
2021-08-20,"52576","Lake Mistletoe",5.55159933486135,2021
2014-07-02,"39056","Lake Minchin",3.18824188689797,2014
2021-08-20,"52475","Lake Orbell",1.49013773307655,2021
2013-09-17,"44746","Tomahawk Lagoon",7.64221766332582,2013
2008-05-05,"5264","0",4.04453476473799,2008
2018-09-06,"7777","Poolburn Reservoir",5.06347582778017,2018
2011-04-28,"38974","Lake Brunner / Moana",12.361055687086,2011
2017-08-04,"13148","Lake Kuratau",6.52213748372816,2017
2019-04-18,"47198","Lake Mcgregor",12.4943098084634,2019
2011-04-28,"48456","Lake Catherine",7.50253416099054,2011
2016-08-08,"44405","0",2.83630337331738,2016
2019-04-18,"47228","Lake Tekapo",12.9145749180025,2019
2023-12-10,"48447","Lake Georgina",14.2627505292162,2023
2021-09-14,"44694","Lake Waipori",6.25153455144857,2021
2014-07-16,"52940","0",1.54358959357904,2014
2001-07-05,"47404","0",0.614963857386726,2001
2023-12-10,"39357","Lake Sheppard",13.5420239837161,2023
2014-05-31,"48455","Lake Ida",2.76616256940025,2014
2021-08-20,"45504","Lake Middleton",4.68860089721431,2021
2020-07-16,"52240","Lake Shirley",5.39775511507031,2020
2001-07-05,"12406","0",0.793468122402885,2001
2010-08-10,"56930","0",8.545581135605,2010
2011-04-28,"46564","Lake Pukaki",10.2122168417816,2011
2018-09-06,"47198","Lake Mcgregor",6.4995746985611,2018
2021-08-20,"54177","Lochnagar",3.22212275728316,2021
2014-09-29,"47579","Lake Forsyth (Lake Wairewa)",10.5891411870217,2014
2014-08-26,"7901","Fraser Dam",2.30730683523302,2014
2001-06-10,"53707","Lake Johnson",4.76462330125321,2001
2011-04-28,"45692","Lake Mueller",11.6845063571243,2011
2018-09-06,"54737","Lake Dunstan",9.04254602984918,2018
2011-04-28,"46954","Alpine Lake/Ata Puai",13.0731876982668,2011
2011-04-28,"45503","Wairepo Arm",9.42776836042287,2011
2021-05-25,"38974","Lake Brunner / Moana",11.685179444895,2021
2021-08-20,"53963","0",2.36009290948493,2021
2021-09-14,"45514","Lake Ohau",7.25441001910963,2021
2020-07-16,"52177","Lake Freeman",0.766805064175685,2020
2021-08-20,"28924","Prong Lake",1.97180167384352,2021
2018-06-02,"44599","Lake Tuakitoto",0.753428846251609,2018
2008-08-09,"48213","Lake Selfe",2.89620465338106,2008
2021-08-20,"30516","0",2.76621055028028,2021
2021-08-20,"53114","0",7.30101269829083,2021
2010-08-10,"11133","Lake Rotorua",9.69514444196545,2010
2010-08-10,"54730","Lake Rotoiti",10.3976844898305,2010
2008-08-09,"38502","Lake Kaniere",8.16444152573689,2008
2018-09-06,"11620","West Eweburn Dam",5.63181165132079,2018
2018-09-08,"27558","Island Lake",4.49429952086365,2018
2011-04-28,"45501","Kellands Pond",8.69758346890433,2011
2009-09-04,"7901","Fraser Dam",4.18593400412811,2009
2020-07-16,"30487","Lake Sheila",6.32732185266912,2020
2016-08-08,"48663","Lake Grasmere",0.117139510543439,2016
2003-08-12,"7640","0",0.516215498979079,2003
2011-07-26,"41306","Lake Camp",2.47036079964801,2011
2007-12-06,"39056","Lake Minchin",11.1282722650556,2007
2000-05-08,"48451","Lake Coleridge",11.6137773174564,2000
2011-07-26,"7409","Lake Benmore",5.90198553740834,2011
2016-08-08,"39226","Lake Ahaura",6.4995746985611,2016
2002-06-15,"45153","Lake Mahinerangi",4.93504113213936,2002
2021-07-03,"52566","Lake Te Anau",7.82282763560323,2021
2021-08-20,"52928","0",2.95768159359096,2021
2019-08-19,"381","Henley Lake",7.68447597108184,2019
2006-06-24,"26111","Lake Hauroko",7.2418251387806,2006
2013-09-17,"47193","Lake Alexandrina",6.4995746985611,2013
2001-07-05,"38974","Lake Brunner / Moana",9.4297801452683,2001
2019-09-18,"25044","Lake Chalice",7.07760436767967,2019
2019-08-19,"33834","0",8.16073203922952,2019
2015-07-12,"45692","Lake Mueller",4.69616529964526,2015
2020-07-16,"28923","0",2.78895591609546,2020
2019-04-18,"47198","Lake Mcgregor",12.4892732484506,2019
2013-06-04,"53145","Lake Nigel",0.777334550056594,2013
2006-06-24,"26031","Lake Mouat",1.5985029716129,2006
2006-06-24,"28532","Lake Innes",5.90198553740834,2006
2001-06-10,"51958","Lake Richter",4.45981606893315,2001
2011-04-28,"41354","Lake Roundabout",6.4995746985611,2011
2010-08-10,"36215","Runanga Lake",8.08004556702804,2010
2020-07-18,"44694","Lake Waipori",3.4757808404417,2020
2011-04-28,"39191","Lake Morgan",7.72381341676015,2011
2013-05-28,"48451","Lake Coleridge",10.0145689687301,2013
2009-09-04,"52532","0",5.68271112192235,2009
2009-09-04,"52576","Lake Mistletoe",6.64111279256343,2009
2001-08-15,"48700","Lake Letitia",2.19734467352959,2001
2010-08-10,"54732","Lake Tarawera",10.1746067919815,2010
2023-12-10,"39166","Lake Mason",11.5997537254771,2023
2010-08-10,"15621","Lake Rotokakahi               (Green Lake)",8.95745471513129,2010
2010-08-10,"36981","Lake Tutira",9.43686498674668,2010
2017-08-04,"49239","Lake Kimihia",8.59346102836338,2017
2019-04-18,"39225","Lake Haupiri",14.0036179117949,2019
2008-08-20,"5042","Pukepuke Lagoon",4.98982541314962,2008
2016-07-02,"34663","Te Paeroa Lagoon",6.63401470970643,2016
2010-08-10,"37268","Lake Pouarua",5.79720887076621,2010
2016-07-02,"36314","Kautuku Swamp",6.85158255059599,2016
2014-05-31,"47199","Roys Lagoon",1.1582384666591,2014
2007-07-06,"53532","Lake Wakatipu",9.09000110717028,2007
2014-07-02,"12406","0",2.44169864291968,2014
2023-09-25,"54738","Lake Sumner",6.66023353249881,2023
2011-04-28,"53519","0",8.36819638642754,2011
2018-09-06,"47198","Lake Mcgregor",6.4995746985611,2018
2007-12-06,"39225","Lake Haupiri",17.086878437269,2007
2021-08-20,"52001","0",4.38687423577369,2021
2018-09-06,"53707","Lake Johnson",6.78062976440799,2018
2022-10-06,"11911","0",6.4995746985611,2022
2021-08-20,"45360","Lucidus Lake",0.713711016221794,2021
2021-08-20,"54000","Lake Marian",3.29677279958207,2021
2021-09-14,"12307","Lake Waitaki",7.09372804129464,2021
2021-08-20,"54050","Glenorchy Lagoon",1.66488901212102,2021
2021-08-20,"52410","0",1.08700176532938,2021
2012-10-25,"25972","Mata Kopae Lagoon",14.7807232580341,2012
2021-08-20,"52927","Lake Sumor",4.23582070447964,2021
2011-04-28,"30487","Lake Sheila",8.05308639268503,2011
2020-07-16,"52148","Lake Pan",3.25271332520373,2020
2003-08-12,"7688","Butchers Dam",3.48691487323737,2003
2021-08-20,"28854","0",3.200071837851,2021
2001-06-10,"52751","Lake Roxburgh",3.99766159313816,2001
2009-09-04,"53707","Lake Johnson",5.39391380352669,2009
2021-09-14,"46265","0",9.35201936916326,2021
2016-08-08,"38421","Lake Mahinapua",5.62794044326853,2016
2011-04-28,"53730","Lake Alta",6.0010746276775,2011
2018-06-02,"44747","Tomahawk Lagoon",5.60095477962773,2018
2004-08-23,"39364","Loch Katrine",4.56698274711823,2004
2007-12-06,"48669","Lake Hawdon",16.4200504387999,2007
2016-08-08,"38665","Lady Lake",5.92902261950314,2016
2004-08-23,"48669","Lake Hawdon",3.09988805666558,2004
2004-08-23,"38521","Okuku Reservoir",4.67068021190147,2004
2023-09-25,"47228","Lake Tekapo",7.09372804129464,2023
2023-09-25,"45514","Lake Ohau",7.50810880587517,2023
2014-07-16,"30487","Lake Sheila",2.80431251131887,2014
2006-06-24,"28543","Lake George",2.01754568866295,2006
2014-07-16,"30516","0",2.09984548509368,2014
2021-08-20,"30812","Big Lagoon",4.57605076259063,2021
2008-04-19,"39225","Lake Haupiri",12.5402786355163,2008
2021-08-20,"28849","0",4.08781260114398,2021
2021-08-20,"54742","Waituna Lagoon",5.39319289019829,2021
2004-06-11,"44391","Lake Waihola",4.69512009508719,2004
2014-07-16,"53034","0",4.21758554058232,2014
2011-07-24,"46724","Lake Rasselas",2.33963195111374,2011
2008-05-05,"47892","Lake Heron",4.75768663264762,2008
2008-05-05,"47228","Lake Tekapo",10.5891411870217,2008
2022-10-06,"24937","Lake Henderson",2.81897458710171,2022
2013-09-17,"5264","0",3.66996414571321,2013
2011-07-17,"47228","Lake Tekapo",7.51545385405922,2011
2021-08-20,"26031","Lake Mouat",4.09503598692476,2021
2023-09-25,"47860","Lake Emily",6.01011752422198,2023
2019-04-18,"47892","Lake Heron",10.7629702136734,2019
2019-04-18,"47193","Lake Alexandrina",13.4750337079543,2019
2018-09-06,"43668","The Reservoir",9.35601246764907,2018
2010-08-10,"18610","Lake Moawhango",5.26810389732179,2010
2016-08-08,"44746","Tomahawk Lagoon",3.4987479866565,2016
2023-09-25,"47491","Lake Ianthe / Matahi",11.7619496076966,2023
2013-05-28,"41299","Lake Emma",2.89154935030933,2013
2023-09-25,"38502","Lake Kaniere",10.178998670737,2023
2009-09-04,"52577","Bog Lake",6.42878869505438,2009
2008-05-05,"38638","Kapitia Reservoir",8.88547452936461,2008
2013-05-28,"39225","Lake Haupiri",8.77761049950072,2013
2021-08-20,"53877","Lake Mckellar",4.14306248128491,2021
2021-08-20,"54132","Diamond Lake",4.69616529964526,2021
2021-08-20,"54435","Lake Wilmot",6.68960993449053,2021
2020-09-11,"48456","Lake Catherine",7.18669300979025,2020
2012-07-03,"45153","Lake Mahinerangi",3.27561578390601,2012
2011-07-17,"47404","0",0.68901909167505,2011
2011-04-28,"53519","0",8.53654474731195,2011
2016-06-07,"13446","Lake Heaton",9.17869967330114,2016
2016-06-07,"13456","Lake Alice",8.47983808681403,2016
2016-08-06,"54443","0",4.62440535985115,2016
2016-08-06,"51958","Lake Richter",2.58163857121201,2016
2001-08-15,"38664","Kangaroo Lake",6.45511067020738,2001
2021-08-20,"54039","Lake Luna",1.58468930068079,2021
2018-06-02,"38521","Okuku Reservoir",5.24810992837769,2018
2021-08-20,"52389","Lake Hall",2.20854407190706,2021
2003-08-12,"43668","The Reservoir",5.66513792806899,2003
2003-08-12,"54742","Waituna Lagoon",1.63546229765296,2003
2003-08-12,"30487","Lake Sheila",5.92485203691461,2003
2007-12-06,"41299","Lake Emma",16.6136307413307,2007
2018-09-06,"7660","Manorburn Reservoir",4.8053816826145,2018
2007-12-06,"38974","Lake Brunner / Moana",16.733728833136,2007
2007-12-06,"48451","Lake Coleridge",12.9331081746058,2007
2018-09-06,"53549","Moke Lake",6.00861817040851,2018
2007-12-06,"48657","Lake Marymere",16.5212185639826,2007
2021-05-25,"47892","Lake Heron",2.18934769237387,2021
2001-05-27,"39226","Lake Ahaura",9.52467170875343,2001
2020-07-16,"52143","0",4.44699115592806,2020
2001-05-27,"38664","Kangaroo Lake",8.9983607134759,2001
2008-08-09,"41305","Lake Clearwater",1.45549843037327,2008
2011-04-28,"8890","0",5.10357436813041,2011
2018-06-02,"7901","Fraser Dam",2.63982112129463,2018
2021-08-20,"54060","Lake Adelaide",2.69726148743086,2021
2018-09-06,"12469","Wainono Lagoon",8.09542612530379,2018
2009-09-04,"53338","South Mavora Lake",4.25544965160225,2009
2021-08-20,"46138","Lake Greaney",0.330799750975075,2021
2018-09-08,"27566","Bowscale Tarn",5.70869742598916,2018
2021-08-20,"52924","Lake Brownlee",4.70402956947345,2021
2020-07-16,"29043","0",3.49494292270435,2020
2009-09-04,"53353","North Mavora Lake",4.63845484004656,2009
2016-06-07,"511","Matthews Lagoon",7.71314879213384,2016
2021-08-20,"53033","Lake Moreton",3.05991124989015,2021
2003-08-12,"30812","Big Lagoon",1.94479753813448,2003
2004-08-23,"39050","Lake Kaurapataka",3.75434920178037,2004
2021-05-25,"38421","Lake Mahinapua",8.88088168242098,2021
2018-09-06,"39050","Lake Kaurapataka",8.38091287820885,2018
2004-08-23,"39297","Lake Mason",3.77337149947499,2004
2007-12-06,"39191","Lake Morgan",11.4116765573105,2007
2023-09-25,"46564","Lake Pukaki",7.13041025750942,2023
2000-05-08,"48217","Lake Evelyn",8.25051767068351,2000
2015-07-12,"38664","Kangaroo Lake",5.51909114531907,2015
2002-06-15,"44747","Tomahawk Lagoon",3.74142244184355,2002
2002-06-15,"44405","0",3.2890697757083,2002
2021-05-25,"39050","Lake Kaurapataka",7.43396158032789,2021
2021-08-20,"53006","Lake Thompson",2.90688972237149,2021
2023-09-25,"45503","Wairepo Arm",7.16363458398683,2023
2008-05-05,"7901","Fraser Dam",4.65855021703749,2008
2023-09-25,"8890","0",5.34207225843926,2023
2008-05-05,"30812","Big Lagoon",4.08781260114398,2008
2021-08-20,"52577","Bog Lake",6.07483816965077,2021
2014-07-02,"39166","Lake Mason",1.5652323229221,2014
2016-06-12,"44746","Tomahawk Lagoon",5.70390620146634,2016
2020-07-16,"28543","Lake George",3.87852018675056,2020
2013-09-17,"11911","0",6.94835313208324,2013
2008-05-05,"54742","Waituna Lagoon",4.0940001921598,2008
2018-06-22,"33834","0",7.72069804036329,2018
2006-06-24,"28611","Lake Kiwi",2.40941430705783,2006
2011-04-28,"47892","Lake Heron",7.74792923616195,2011
2019-04-18,"39225","Lake Haupiri",14.1811363485076,2019
2014-07-16,"52960","Lake Quill",0.191552324870486,2014
2011-04-28,"41306","Lake Camp",9.5808315106562,2011
2017-08-04,"20846","Lower Tama",3.19024329413787,2017
2016-08-08,"7408","Lake Aviemore",5.5709368895549,2016
2013-05-28,"47892","Lake Heron",2.80834138049175,2013
2007-07-15,"11911","0",1.2706677658004,2007
2020-09-11,"48597","Lake Lyndon",5.29028583375657,2020
2001-08-15,"39225","Lake Haupiri",6.30897073451376,2001
2010-08-10,"11133","Lake Rotorua",9.69514444196545,2010
2021-08-20,"54356","Lake Mckerrow",6.09065085818577,2021
2010-08-10,"54731","Lake Okataina",10.0605720539812,2010
2011-07-24,"54356","Lake Mckerrow",6.68269411455316,2011
2020-09-11,"47860","Lake Emily",7.07830978958339,2020
2008-05-05,"47198","Lake Mcgregor",7.5865571456311,2008
2014-05-31,"7408","Lake Aviemore",8.50082025344648,2014
2016-07-02,"36980","Lake Waikopiro",9.43686498674668,2016
2014-05-31,"48700","Lake Letitia",5.63482460505281,2014
2014-08-26,"7640","0",3.49861941391379,2014
2008-10-05,"47579","Lake Forsyth (Lake Wairewa)",9.77330151909837,2008
2009-06-04,"40110","Lake Pupuwharau",7.91237204278087,2009
2009-06-04,"40216","0",8.41342118997187,2009
2014-08-26,"44391","Lake Waihola",6.33183037262347,2014
2011-04-28,"46926","0",3.65110800617424,2011
2014-08-26,"1553","Lake Onslow",3.03687655134138,2014
2021-08-31,"47579","Lake Forsyth (Lake Wairewa)",9.00964769774299,2021
2021-08-31,"48177","Lake Ellesmere (Te Waihora)",8.29619466298266,2021
2011-04-28,"7777","Poolburn Reservoir",7.07309453271074,2011
2018-09-06,"47193","Lake Alexandrina",5.71636619805827,2018
2009-09-04,"53532","Lake Wakatipu",8.30789026360156,2009
